species_id,zh_name,role,candidate_path,match_basis,filename_match,metadata_match,dimensions,file_sha256,candidate_rank,selected,rejection_reason,notes
rescue_clownfish_juvenile,迷路小丑鱼,active,普通公子小丑01.jpeg,filename_zh:公子小丑,普通公子小丑01.jpeg,,2848x1600,4742df1866bfe9d70663e2a81c0b26f8d89ddb56f50de0535947085e1f9f6b99,1,True,,Auto-matched: strong keyword match
rescue_clownfish_juvenile,迷路小丑鱼,active,普通公子小丑02.png,filename_zh:公子小丑,普通公子小丑02.png,,1200x896,60dd450dde19d2a5822a9034b082924a74be423851984a9fada2b00304684560,2,False,,
rescue_clownfish_juvenile,迷路小丑鱼,active,澳洲黑公子小丑.png,filename_zh:公子小丑,澳洲黑公子小丑.png,,1200x896,6498a0092856a17f0c8e15bb8dd129489a4aa1f6e2dcdc9bbdedadd7746d4334,3,False,,
rescue_brain_coral_frag,脑珊瑚碎片,active,01_今日待生成\010_sp_0353_fc1598_金菊脑\PNG图像.png,folder:金菊脑,PNG图像.png,01_今日待生成\010_sp_0353_fc1598_金菊脑\metadata.json|01_今日待生成\010_sp_0353_fc1598_金菊脑\prompt.md|01_今日待生成\010_sp_0353_fc1598_金菊脑\suggested_filename.txt|01_今日待生成\010_sp_0353_fc1598_金菊脑\prompt.md|01_今日待生成\010_sp_0353_fc1598_金菊脑\metadata.json|01_今日待生成\010_sp_0353_fc1598_金菊脑\suggested_filename.txt|01_今日待生成\010_sp_0353_fc1598_金菊脑\图片放这里.txt,1536x1024,b41ead6e8f376b33836eebab492fa05828ee79caca2ce6e199fcdb8a6421d08f,1,False,,SELECTION_REVIEW_REQUIRED
rescue_mandarin_dragonet,花斑连鳍䲗,reserved,五彩青蛙01.png,filename_zh:五彩青蛙,五彩青蛙01.png,,1024x1024,710c995414b116a0c296e164862441491310354576022792ccb702f60368abe9,1,True,,Auto-matched: strong keyword match
rescue_anemone_tube,管海葵,reserved,红奶嘴01.png,filename_zh:奶嘴,红奶嘴01.png,,1024x1024,76e6253d71f0387d1bbdea329d15f207fab695827b564c002b3a270757cb8da3,1,True,,Auto-matched: strong keyword match
